plot_id,site,threat,rank_threat
LOP_54,Lopur,Selective harvesting/Overharvesting,8
LOP_55,Lopur,Selective harvesting/Overharvesting,2
LOP_56,Lopur,Selective harvesting/Overharvesting,4
LOP_57,Lopur,Selective harvesting/Overharvesting,3
LOP_58,Lopur,Selective harvesting/Overharvesting,6
LOP_59,Lopur,Selective harvesting/Overharvesting,9
LOP_60,Lopur,Selective harvesting/Overharvesting,9
LOP_61,Lopur,Selective harvesting/Overharvesting,3
LOP_62,Lopur,Selective harvesting/Overharvesting,7
LOP_63,Lopur,Selective harvesting/Overharvesting,6
LOP_64,Lopur,Selective harvesting/Overharvesting,8
LOP_65,Lopur,Selective harvesting/Overharvesting,9
LOP_66,Lopur,Selective harvesting/Overharvesting,8
LOP_67,Lopur,Selective harvesting/Overharvesting,9
LOP_68,Lopur,Selective harvesting/Overharvesting,7
LOP_69,Lopur,Selective harvesting/Overharvesting,2
LOP_70,Lopur,Selective harvesting/Overharvesting,3
LOP_71,Lopur,Selective harvesting/Overharvesting,9
LOP_72,Lopur,Selective harvesting/Overharvesting,6
LOP_73,Lopur,Selective harvesting/Overharvesting,6
LOP_74,Lopur,Selective harvesting/Overharvesting,4
LOP_75,Lopur,Selective harvesting/Overharvesting,3
LOP_76,Lopur,Selective harvesting/Overharvesting,8
LOP_77,Lopur,Selective harvesting/Overharvesting,9
LOP_78,Lopur,Selective harvesting/Overharvesting,3
LOP_79,Lopur,Selective harvesting/Overharvesting,5
LOP_80,Lopur,Selective harvesting/Overharvesting,3
"NAS_1",Nasiger,Invasive species,6
"NAS_2",Nasiger,Invasive species,5
"NAS_3",Nasiger,Invasive species,9
"NAS_4",Nasiger,Invasive species,5
"NAS_5",Nasiger,Invasive species,8
"NAS_6",Nasiger,Invasive species,3
"NAS_7",Nasiger,Invasive species,5
"NAS_8",Nasiger,Invasive species,5
"NAS_9",Nasiger,Invasive species,4
"NAS_10",Nasiger,Invasive species,5
"NAS_11",Nasiger,Invasive species,3
"NAS_12",Nasiger,Invasive species,7
"NAS_13",Nasiger,Invasive species,8
"NAS_14",Nasiger,Invasive species,8
"NAS_15",Nasiger,Invasive species,9
"NAS_16",Nasiger,Invasive species,3
"NAS_17",Nasiger,Invasive species,8
"NAS_18",Nasiger,Invasive species,6
"NAS_19",Nasiger,Invasive species,8
"NAS_20",Nasiger,Invasive species,5
"NAS_21",Nasiger,Invasive species,7
"NAS_22",Nasiger,Invasive species,3
"NAS_23",Nasiger,Invasive species,9
"NAS_24",Nasiger,Invasive species,4
"NAS_25",Nasiger,Invasive species,7
"NAS_26",Nasiger,Invasive species,6
"NAS_27",Nasiger,Invasive species,3
"NAS_28",Nasiger,Invasive species,6
"NAS_29",Nasiger,Invasive species,8
"NAS_30",Nasiger,Invasive species,6
"NAS_31",Nasiger,Invasive species,9
"NAS_32",Nasiger,Invasive species,7
"NAS_33",Nasiger,Invasive species,5
"NAS_34",Nasiger,Invasive species,4
"NAS_35",Nasiger,Invasive species,8
"NAS_36",Nasiger,Invasive species,3
"NAS_37",Nasiger,Invasive species,7
"NAS_38",Nasiger,Invasive species,6
"NAS_39",Nasiger,Invasive species,4
"NAS_40",Nasiger,Invasive species,6
"NAS_41",Nasiger,Invasive species,8
"NAS_42",Nasiger,Invasive species,5
"NAS_43",Nasiger,Invasive species,5
"NAS_44",Nasiger,Invasive species,8
"NAS_45",Nasiger,Invasive species,3
"NAS_46",Nasiger,Invasive species,5
"NAS_47",Nasiger,Invasive species,3
"NAS_48",Nasiger,Invasive species,4
"NAS_49",Nasiger,Invasive species,9
"NAS_50",Nasiger,Invasive species,9
"NAS_51",Nasiger,Invasive species,3
"NAS_52",Nasiger,Invasive species,3
"NAS_53",Nasiger,Invasive species,4
"NAS_54",Nasiger,Invasive species,6
"NAS_55",Nasiger,Invasive species,6
"NAS_56",Nasiger,Invasive species,9
"NAS_57",Nasiger,Invasive species,6
"NAS_58",Nasiger,Invasive species,8
"NAS_59",Nasiger,Invasive species,3
"NAS_60",Nasiger,Invasive species,7
"NAS_61",Nasiger,Invasive species,8
"NAS_62",Nasiger,Invasive species,3
"NAS_63",Nasiger,Invasive species,3
"NAS_64",Nasiger,Invasive species,9
"NAS_65",Nasiger,Invasive species,6
"NAS_66",Nasiger,Invasive species,9
"NAS_67",Nasiger,Invasive species,6
"NAS_68",Nasiger,Invasive species,9
"NAS_69",Nasiger,Invasive species,8
"NAS_70",Nasiger,Invasive species,3
"NAS_71",Nasiger,Invasive species,6
"NAS_72",Nasiger,Invasive species,9
"NAS_73",Nasiger,Invasive species,9
"NAS_74",Nasiger,Invasive species,8
"NAS_75",Nasiger,Invasive species,6
"NAS_76",Nasiger,Invasive species,4
"NAS_77",Nasiger,Invasive species,9
"NAS_78",Nasiger,Invasive species,4
"NAS_79",Nasiger,Invasive species,6
"NAS_80",Nasiger,Invasive species,6
ATA_1,Atala Kamusio,Invasive species,4
ATA_2,Atala Kamusio,Invasive species,7
ATA_3,Atala Kamusio,Invasive species,2
ATA_4,Atala Kamusio,Invasive species,1
ATA_5,Atala Kamusio,Invasive species,3
ATA_6,Atala Kamusio,Invasive species,5
ATA_7,Atala Kamusio,Invasive species,5
ATA_8,Atala Kamusio,Invasive species,2
ATA_9,Atala Kamusio,Invasive species,7
ATA_10,Atala Kamusio,Invasive species,7
ATA_11,Atala Kamusio,Invasive species,1
ATA_12,Atala Kamusio,Invasive species,1
ATA_13,Atala Kamusio,Invasive species,7
ATA_14,Atala Kamusio,Invasive species,8
ATA_15,Atala Kamusio,Invasive species,5
ATA_16,Atala Kamusio,Invasive species,4
ATA_17,Atala Kamusio,Invasive species,2
ATA_18,Atala Kamusio,Invasive species,7
ATA_19,Atala Kamusio,Invasive species,3
ATA_20,Atala Kamusio,Invasive species,3
ATA_21,Atala Kamusio,Invasive species,4
ATA_22,Atala Kamusio,Invasive species,4
ATA_23,Atala Kamusio,Invasive species,1
ATA_24,Atala Kamusio,Invasive species,3
ATA_25,Atala Kamusio,Invasive species,2
ATA_26,Atala Kamusio,Invasive species,4
ATA_27,Atala Kamusio,Invasive species,7
ATA_28,Atala Kamusio,Invasive species,2
ATA_29,Atala Kamusio,Invasive species,5
ATA_30,Atala Kamusio,Invasive species,5
ATA_31,Atala Kamusio,Invasive species,2
ATA_32,Atala Kamusio,Invasive species,3
ATA_33,Atala Kamusio,Invasive species,7
ATA_34,Atala Kamusio,Invasive species,3
ATA_35,Atala Kamusio,Invasive species,4
ATA_36,Atala Kamusio,Invasive species,2
ATA_37,Atala Kamusio,Invasive species,3
ATA_38,Atala Kamusio,Invasive species,1
ATA_39,Atala Kamusio,Invasive species,2
ATA_40,Atala Kamusio,Invasive species,4
ATA_41,Atala Kamusio,Invasive species,7
ATA_42,Atala Kamusio,Invasive species,5
ATA_43,Atala Kamusio,Invasive species,1
ATA_44,Atala Kamusio,Invasive species,3
ATA_45,Atala Kamusio,Invasive species,6
ATA_46,Atala Kamusio,Invasive species,1
ATA_47,Atala Kamusio,Invasive species,2
ATA_48,Atala Kamusio,Invasive species,8
ATA_49,Atala Kamusio,Invasive species,7
ATA_50,Atala Kamusio,Invasive species,7
ATA_51,Atala Kamusio,Invasive species,3
ATA_52,Atala Kamusio,Invasive species,2
ATA_53,Atala Kamusio,Invasive species,8
ATA_54,Atala Kamusio,Invasive species,2
ATA_55,Atala Kamusio,Invasive species,7
ATA_56,Atala Kamusio,Invasive species,4
ATA_57,Atala Kamusio,Invasive species,7
ATA_58,Atala Kamusio,Invasive species,5
ATA_59,Atala Kamusio,Invasive species,6
ATA_60,Atala Kamusio,Invasive species,6
ATA_61,Atala Kamusio,Invasive species,1
ATA_62,Atala Kamusio,Invasive species,8
ATA_63,Atala Kamusio,Invasive species,3
ATA_64,Atala Kamusio,Invasive species,1
ATA_65,Atala Kamusio,Invasive species,3
ATA_66,Atala Kamusio,Invasive species,1
ATA_67,Atala Kamusio,Invasive species,2
ATA_68,Atala Kamusio,Invasive species,4
ATA_69,Atala Kamusio,Invasive species,7
ATA_70,Atala Kamusio,Invasive species,5
ATA_71,Atala Kamusio,Invasive species,3
ATA_72,Atala Kamusio,Invasive species,8
ATA_73,Atala Kamusio,Invasive species,5
ATA_74,Atala Kamusio,Invasive species,6
ATA_75,Atala Kamusio,Invasive species,6
ATA_76,Atala Kamusio,Invasive species,5
ATA_77,Atala Kamusio,Invasive species,5
ATA_78,Atala Kamusio,Invasive species,1
ATA_79,Atala Kamusio,Invasive species,8
ATA_80,Atala Kamusio,Invasive species,1
LOP_1,Lopur,Invasive species,8
LOP_2,Lopur,Invasive species,5
LOP_3,Lopur,Invasive species,5
LOP_4,Lopur,Invasive species,7
LOP_5,Lopur,Invasive species,6
LOP_6,Lopur,Invasive species,10
LOP_7,Lopur,Invasive species,8
LOP_8,Lopur,Invasive species,9
LOP_9,Lopur,Invasive species,5
LOP_10,Lopur,Invasive species,7
LOP_11,Lopur,Invasive species,9
LOP_12,Lopur,Invasive species,10
LOP_13,Lopur,Invasive species,8
LOP_14,Lopur,Invasive species,9
LOP_15,Lopur,Invasive species,6
LOP_16,Lopur,Invasive species,5
LOP_17,Lopur,Invasive species,9
LOP_18,Lopur,Invasive species,6
LOP_19,Lopur,Invasive species,7
LOP_20,Lopur,Invasive species,7
LOP_21,Lopur,Invasive species,5
LOP_22,Lopur,Invasive species,6
LOP_23,Lopur,Invasive species,9
LOP_24,Lopur,Invasive species,10
LOP_25,Lopur,Invasive species,7
LOP_26,Lopur,Invasive species,6
LOP_27,Lopur,Invasive species,10
LOP_28,Lopur,Invasive species,5
LOP_29,Lopur,Invasive species,8
LOP_30,Lopur,Invasive species,7
LOP_31,Lopur,Invasive species,10
LOP_32,Lopur,Invasive species,5
LOP_33,Lopur,Invasive species,9
LOP_34,Lopur,Invasive species,9
LOP_35,Lopur,Invasive species,8
LOP_36,Lopur,Invasive species,10
LOP_37,Lopur,Invasive species,9
LOP_38,Lopur,Invasive species,10
LOP_39,Lopur,Invasive species,5
LOP_40,Lopur,Invasive species,9
LOP_41,Lopur,Invasive species,9
LOP_42,Lopur,Invasive species,10
LOP_43,Lopur,Invasive species,9
LOP_44,Lopur,Invasive species,9
LOP_45,Lopur,Invasive species,7
LOP_46,Lopur,Invasive species,10
LOP_47,Lopur,Invasive species,7
LOP_48,Lopur,Invasive species,10
LOP_49,Lopur,Invasive species,6
LOP_50,Lopur,Invasive species,10
LOP_51,Lopur,Invasive species,10
LOP_52,Lopur,Invasive species,8
LOP_53,Lopur,Invasive species,10
LOP_54,Lopur,Invasive species,6
LOP_55,Lopur,Invasive species,10
LOP_56,Lopur,Invasive species,10
LOP_57,Lopur,Invasive species,10
LOP_58,Lopur,Invasive species,7
LOP_59,Lopur,Invasive species,10
LOP_60,Lopur,Invasive species,8
LOP_61,Lopur,Invasive species,6
LOP_62,Lopur,Invasive species,7
LOP_63,Lopur,Invasive species,7
LOP_64,Lopur,Invasive species,6
LOP_65,Lopur,Invasive species,7
LOP_66,Lopur,Invasive species,10
LOP_67,Lopur,Invasive species,8
LOP_68,Lopur,Invasive species,8
LOP_69,Lopur,Invasive species,6
LOP_70,Lopur,Invasive species,6
LOP_71,Lopur,Invasive species,10
LOP_72,Lopur,Invasive species,10
LOP_73,Lopur,Invasive species,10
LOP_74,Lopur,Invasive species,9
LOP_75,Lopur,Invasive species,8
LOP_76,Lopur,Invasive species,6
LOP_77,Lopur,Invasive species,8
LOP_78,Lopur,Invasive species,5
LOP_79,Lopur,Invasive species,7
LOP_80,Lopur,Invasive species,5
"NAS_1",Nasiger,Infrastructural development,1
"NAS_2",Nasiger,Infrastructural development,1
"NAS_3",Nasiger,Infrastructural development,2
"NAS_4",Nasiger,Infrastructural development,2
"NAS_5",Nasiger,Infrastructural development,2
"NAS_6",Nasiger,Infrastructural development,1
"NAS_7",Nasiger,Infrastructural development,3
"NAS_8",Nasiger,Infrastructural development,1
"NAS_9",Nasiger,Infrastructural development,2
"NAS_10",Nasiger,Infrastructural development,2
"NAS_11",Nasiger,Infrastructural development,2
"NAS_12",Nasiger,Infrastructural development,3
"NAS_13",Nasiger,Infrastructural development,1
"NAS_14",Nasiger,Infrastructural development,2
"NAS_15",Nasiger,Infrastructural development,2
"NAS_16",Nasiger,Infrastructural development,3
"NAS_17",Nasiger,Infrastructural development,3
"NAS_18",Nasiger,Infrastructural development,3
"NAS_19",Nasiger,Infrastructural development,3
"NAS_20",Nasiger,Infrastructural development,2
"NAS_21",Nasiger,Infrastructural development,2
"NAS_22",Nasiger,Infrastructural development,1
"NAS_23",Nasiger,Infrastructural development,2
"NAS_24",Nasiger,Infrastructural development,2
"NAS_25",Nasiger,Infrastructural development,3
"NAS_26",Nasiger,Infrastructural development,2
"NAS_27",Nasiger,Infrastructural development,1
"NAS_28",Nasiger,Infrastructural development,3
"NAS_29",Nasiger,Infrastructural development,3
"NAS_30",Nasiger,Infrastructural development,1
"NAS_31",Nasiger,Infrastructural development,3
"NAS_32",Nasiger,Infrastructural development,1
"NAS_33",Nasiger,Infrastructural development,3
"NAS_34",Nasiger,Infrastructural development,2
"NAS_35",Nasiger,Infrastructural development,3
"NAS_36",Nasiger,Infrastructural development,3
"NAS_37",Nasiger,Infrastructural development,2
"NAS_38",Nasiger,Infrastructural development,3
"NAS_39",Nasiger,Infrastructural development,2
"NAS_40",Nasiger,Infrastructural development,2
"NAS_41",Nasiger,Infrastructural development,1
"NAS_42",Nasiger,Infrastructural development,2
"NAS_43",Nasiger,Infrastructural development,2
"NAS_44",Nasiger,Infrastructural development,3
"NAS_45",Nasiger,Infrastructural development,3
"NAS_46",Nasiger,Infrastructural development,1
"NAS_47",Nasiger,Infrastructural development,2
"NAS_48",Nasiger,Infrastructural development,2
"NAS_49",Nasiger,Infrastructural development,1
"NAS_50",Nasiger,Infrastructural development,3
"NAS_51",Nasiger,Infrastructural development,2
"NAS_52",Nasiger,Infrastructural development,3
"NAS_53",Nasiger,Infrastructural development,1
"NAS_54",Nasiger,Infrastructural development,2
"NAS_55",Nasiger,Infrastructural development,2
"NAS_56",Nasiger,Infrastructural development,1
"NAS_57",Nasiger,Infrastructural development,1
"NAS_58",Nasiger,Infrastructural development,2
"NAS_59",Nasiger,Infrastructural development,1
"NAS_60",Nasiger,Infrastructural development,3
"NAS_61",Nasiger,Infrastructural development,2
"NAS_62",Nasiger,Infrastructural development,2
"NAS_63",Nasiger,Infrastructural development,1
"NAS_64",Nasiger,Infrastructural development,3
"NAS_65",Nasiger,Infrastructural development,3
"NAS_66",Nasiger,Infrastructural development,2
"NAS_67",Nasiger,Infrastructural development,1
"NAS_68",Nasiger,Infrastructural development,2
"NAS_69",Nasiger,Infrastructural development,3
"NAS_70",Nasiger,Infrastructural development,3
"NAS_71",Nasiger,Infrastructural development,3
"NAS_72",Nasiger,Infrastructural development,1
"NAS_73",Nasiger,Infrastructural development,2
"NAS_74",Nasiger,Infrastructural development,2
"NAS_75",Nasiger,Infrastructural development,3
"NAS_76",Nasiger,Infrastructural development,3
"NAS_77",Nasiger,Infrastructural development,3
"NAS_78",Nasiger,Infrastructural development,1
"NAS_79",Nasiger,Infrastructural development,3
"NAS_80",Nasiger,Infrastructural development,2
ATA_1,Atala Kamusio,Infrastructural development,1
ATA_2,Atala Kamusio,Infrastructural development,2
ATA_3,Atala Kamusio,Infrastructural development,2
ATA_4,Atala Kamusio,Infrastructural development,2
ATA_5,Atala Kamusio,Infrastructural development,3
ATA_6,Atala Kamusio,Infrastructural development,3
ATA_7,Atala Kamusio,Infrastructural development,3
ATA_8,Atala Kamusio,Infrastructural development,2
ATA_9,Atala Kamusio,Infrastructural development,2
ATA_10,Atala Kamusio,Infrastructural development,1
ATA_11,Atala Kamusio,Infrastructural development,2
ATA_12,Atala Kamusio,Infrastructural development,3
ATA_13,Atala Kamusio,Infrastructural development,3
ATA_14,Atala Kamusio,Infrastructural development,3
ATA_15,Atala Kamusio,Infrastructural development,2
ATA_16,Atala Kamusio,Infrastructural development,3
ATA_17,Atala Kamusio,Infrastructural development,2
ATA_18,Atala Kamusio,Infrastructural development,2
ATA_19,Atala Kamusio,Infrastructural development,3
ATA_20,Atala Kamusio,Infrastructural development,1
ATA_21,Atala Kamusio,Infrastructural development,2
ATA_22,Atala Kamusio,Infrastructural development,2
ATA_23,Atala Kamusio,Infrastructural development,2
ATA_24,Atala Kamusio,Infrastructural development,1
ATA_25,Atala Kamusio,Infrastructural development,2
ATA_26,Atala Kamusio,Infrastructural development,1
ATA_27,Atala Kamusio,Infrastructural development,1
ATA_28,Atala Kamusio,Infrastructural development,1
ATA_29,Atala Kamusio,Infrastructural development,2
ATA_30,Atala Kamusio,Infrastructural development,2
ATA_31,Atala Kamusio,Infrastructural development,2
ATA_32,Atala Kamusio,Infrastructural development,2
ATA_33,Atala Kamusio,Infrastructural development,3
ATA_34,Atala Kamusio,Infrastructural development,1
ATA_35,Atala Kamusio,Infrastructural development,3
ATA_36,Atala Kamusio,Infrastructural development,2
ATA_37,Atala Kamusio,Infrastructural development,1
ATA_38,Atala Kamusio,Infrastructural development,2
ATA_39,Atala Kamusio,Infrastructural development,2
ATA_40,Atala Kamusio,Infrastructural development,1
ATA_41,Atala Kamusio,Infrastructural development,1
ATA_42,Atala Kamusio,Infrastructural development,3
ATA_43,Atala Kamusio,Infrastructural development,2
ATA_44,Atala Kamusio,Infrastructural development,2
ATA_45,Atala Kamusio,Infrastructural development,3
ATA_46,Atala Kamusio,Infrastructural development,1
ATA_47,Atala Kamusio,Infrastructural development,2
ATA_48,Atala Kamusio,Infrastructural development,3
ATA_49,Atala Kamusio,Infrastructural development,3
ATA_50,Atala Kamusio,Infrastructural development,1
ATA_51,Atala Kamusio,Infrastructural development,3
ATA_52,Atala Kamusio,Infrastructural development,1
ATA_53,Atala Kamusio,Infrastructural development,3
ATA_54,Atala Kamusio,Infrastructural development,3
ATA_55,Atala Kamusio,Infrastructural development,3
ATA_56,Atala Kamusio,Infrastructural development,2
ATA_57,Atala Kamusio,Infrastructural development,1
ATA_58,Atala Kamusio,Infrastructural development,2
ATA_59,Atala Kamusio,Infrastructural development,1
ATA_60,Atala Kamusio,Infrastructural development,2
ATA_61,Atala Kamusio,Infrastructural development,3
ATA_62,Atala Kamusio,Infrastructural development,1
ATA_63,Atala Kamusio,Infrastructural development,2
ATA_64,Atala Kamusio,Infrastructural development,1
ATA_65,Atala Kamusio,Infrastructural development,3
ATA_66,Atala Kamusio,Infrastructural development,1
ATA_67,Atala Kamusio,Infrastructural development,1
ATA_68,Atala Kamusio,Infrastructural development,2
ATA_69,Atala Kamusio,Infrastructural development,2
ATA_70,Atala Kamusio,Infrastructural development,2
ATA_71,Atala Kamusio,Infrastructural development,1
ATA_72,Atala Kamusio,Infrastructural development,1
ATA_73,Atala Kamusio,Infrastructural development,2
ATA_74,Atala Kamusio,Infrastructural development,2
ATA_75,Atala Kamusio,Infrastructural development,1
ATA_76,Atala Kamusio,Infrastructural development,1
ATA_77,Atala Kamusio,Infrastructural development,2
ATA_78,Atala Kamusio,Infrastructural development,1
ATA_79,Atala Kamusio,Infrastructural development,2
ATA_80,Atala Kamusio,Infrastructural development,1
LOP_1,Lopur,Infrastructural development,6
LOP_2,Lopur,Infrastructural development,4
LOP_3,Lopur,Infrastructural development,1
LOP_4,Lopur,Infrastructural development,1
LOP_5,Lopur,Infrastructural development,4
LOP_6,Lopur,Infrastructural development,1
LOP_7,Lopur,Infrastructural development,5
LOP_8,Lopur,Infrastructural development,1
LOP_9,Lopur,Infrastructural development,1
LOP_10,Lopur,Infrastructural development,2
